Abbreviation	SMILES
thz-1ph,2oh[5],1[4]	Cc1c(CCO)sc[n+]1Cc1ccccc1
thz-1coo2,1[4]	CCOC(=O)C[n+]1cscc1C
bthz-s2[2]	CCSc1[nH+]c2ccccc2s1
py	c1cc[nH+]cc1
py-1[4]	Cc1cc[nH+]cc1
py-1	C[n+]1ccccc1
py-2	CC[n+]1ccccc1
py-3	CCC[n+]1ccccc1
py-4	CCCC[n+]1ccccc1
py-5	CCCCC[n+]1ccccc1
py-6	CCCCCC[n+]1ccccc1
py-7	CCCCCCC[n+]1ccccc1
py-8	CCCCCCCC[n+]1ccccc1
py-10	CCCCCCCCCC[n+]1ccccc1
py-12	CCCCCCCCCCCC[n+]1ccccc1
py-16	CCCCCCCCCCCCCCCC[n+]1ccccc1
py-1ph	C(c1ccccc1)[n+]1ccccc1
py-1ch	C(C1CCCCC1)[n+]1ccccc1
py-[2o]21	COCCOCC[n+]1ccccc1
py-[2o]31	COCCOCCOCC[n+]1ccccc1
py-[2o]41	COCCOCCOCCOCC[n+]1ccccc1
py-1,1[3]	Cc1ccc[n+](C)c1
py-1,2[2]	CCc1cccc[n+]1C
py-2,1[2]	CC[n+]1ccccc1C
py-2,1[3]	CC[n+]1cccc(C)c1
py-2,1[4]	CC[n+]1ccc(C)cc1
py-2,2[2]	CCc1cccc[n+]1CC
py-2,3[2]	CCCc1cccc[n+]1CC
py-2,4[2]	CCCCc1cccc[n+]1CC
py-2,5[2]	CCCCCc1cccc[n+]1CC
py-2,6[2]	CCCCCCc1cccc[n+]1CC
py-2,7[2]	CCCCCCCc1cccc[n+]1CC
py-2,8[2]	CCCCCCCCc1cccc[n+]1CC
py-3,1[3]	CCC[n+]1cccc(C)c1
py-4,1[2]	CCCC[n+]1ccccc1C
py-4,1[3]	CCCC[n+]1cccc(C)c1
py-4i,1[3]	CC(C)C[n+]1cccc(C)c1
py-4,1[4]	CCCC[n+]1ccc(C)cc1
py-4,1[2],1[3]	CCCC[n+]1cccc(C)c1C
py-4,1[3],1[5]	CCCC[n+]1cc(C)cc(C)c1
py-6,1[3]	CCCCCC[n+]1cccc(C)c1
py-6,1[4]	CCCCCC[n+]1ccc(C)cc1
py-6,1[3],1[5]	CCCCCC[n+]1cc(C)cc(C)c1
py-6,2[2],1[3],1[5]	CCCCCC[n+]1cc(C)cc(C)c1CC
py-6,3[2],2[3],2[5]	CCCCCC[n+]1cc(CC)cc(CC)c1CCC
py-8,1[2]	CCCCCCCC[n+]1ccccc1C
py-8,1[3]	CCCCCCCC[n+]1cccc(C)c1
py-8,1[4]	CCCCCCCC[n+]1ccc(C)cc1
py-8,1[2],1[3]	CCCCCCCC[n+]1cccc(C)c1C
py-8,1[3],1[5]	CCCCCCCC[n+]1cc(C)cc(C)c1
py-1ph,1[2]	Cc1cccc[n+]1Cc1ccccc1
py-1ph,1[3]	Cc1ccc[n+](Cc2ccccc2)c1
py-1ph,1[4]	Cc1cc[n+](Cc2ccccc2)cc1
py-2o1	COCC[n+]1ccccc1
py-2oh	OCC[n+]1ccccc1
py-3oh	OCCC[n+]1ccccc1
py-moxm	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccccc1
py-moxm,1[2]	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccccc1C
py-moxm,4t[3]	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccc(cc1)C(C)(C)C
py-1coo2	CCC(=O)OC[n+]1ccccc1
py-2,coo2[3]	CCOC(=O)c1ccc[n+](CC)c1
py-4,coo4[3]	CCCCOC(=O)c1ccc[n+](CCCC)c1
py-2cn	N#CCC[n+]1ccccc1
py-3cn	N#CCCC[n+]1ccccc1
py-5cn	N#CCCCCC[n+]1ccccc1
py-10cn	N#CCCCCCCCCCC[n+]1ccccc1
py-1cn,1[3]	Cc1ccc[n+](CC#N)c1
py-1cn,1[4]	Cc1cc[n+](CC#N)cc1
py-1cn,1[2],1[5]	Cc1ccc(C)[n+](CC#N)c1
py-3cn,1[2]	Cc1cccc[n+]1CCCC#N
py-3cn,1[3]	Cc1ccc[n+](CCCC#N)c1
py-3cn,1[4]	Cc1cc[n+](CCCC#N)cc1
py-3cn,2[2]	CCc1cccc[n+]1CCCC#N
py-3cn,2[4]	CCc1cc[n+](CCCC#N)cc1
py-3cn,1[2],1[5]	Cc1ccc(C)[n+](CCCC#N)c1
py-5cn,1[2]	Cc1cccc[n+]1CCCCCC#N
py-5cn,1[3]	Cc1ccc[n+](CCCCCC#N)c1
py-5cn,1[4]	Cc1cc[n+](CCCCCC#N)cc1
py-2,cn[2]	CC[n+]1ccccc1C#N
py-2,cn[3]	CC[n+]1cccc(c1)C#N
py-2,cn[4]	CC[n+]1ccc(cc1)C#N
py-4,cn[4]	CCCC[n+]1ccc(cc1)C#N
py-4,cn[3]	CCCC[n+]1cccc(c1)C#N
py-6,cn[3]	CCCCCC[n+]1cccc(c1)C#N
py-6,cn[4]	CCCCCC[n+]1ccc(cc1)C#N
py-8,cn[3]	CCCCCCCC[n+]1cccc(c1)C#N
py-8,cn[4]	CCCCCCCC[n+]1ccc(cc1)C#N
py-3cn,coo1[3]	COC(=O)c1ccc[n+](CCCC#N)c1
py-4,dma[4]	CCCC[n+]1ccc(cc1)N(C)C
py-6,dma[4]	CCCCCC[n+]1ccc(cc1)N(C)C
py-6,1[3],dma[4]	CCCCCC[n+]1ccc(N(C)C)c(C)c1
py-1o1,dma[4]	COC[n+]1ccc(cc1)N(C)C
py-1o2,dma[4]	CCOC[n+]1ccc(cc1)N(C)C
py-1o3,dma[4]	CCCOC[n+]1ccc(cc1)N(C)C
py-1o4,dma[4]	CCCCOC[n+]1ccc(cc1)N(C)C
py-1o5,dma[4]	CCCCCOC[n+]1ccc(cc1)N(C)C
py-1o6,dma[4]	CCCCCCOC[n+]1ccc(cc1)N(C)C
py-1o7,dma[4]	CCCCCCCOC[n+]1ccc(cc1)N(C)C
py-1o8,dma[4]	CCCCCCCCOC[n+]1ccc(cc1)N(C)C
py-1o9,dma[4]	CCCCCCCCCOC[n+]1ccc(cc1)N(C)C
py-4so3h	OS(=O)(=O)CCCC[n+]1ccccc1
py-2,1[f][3]	CC[n+]1cccc(c1)C(F)(F)F
py-2,1[f][4]	CC[n+]1ccc(cc1)C(F)(F)F
py-10,py[4]	CCCCCCCCCC[n+]1ccc(cc1)-c1ccncc1
py(D)-2D	[2H]c1c([2H])c([2H])[n+](c([2H])c1[2H])C([2H])([2H])C([2H])([2H])[2H]
quin-6	CCCCCC[n+]1cccc2ccccc12
quini-4	CCCC[n+]1ccc2ccccc2c1
quini-6	CCCCCC[n+]1ccc2ccccc2c1
quini-8	CCCCCCCC[n+]1ccc2ccccc2c1
quini-18	CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1
qu-1,1	Cc1cc2cccc[n+]2cc1C
qu-2,2	CCc1cc2cccc[n+]2cc1CC
pyrro	O=C1CCC[NH2+]1
pyrro-1	C[N@H+]1CCCC1=O
pyrro-1,1	C[N+]1(C)CCCC1=O
pyrro-10,1	CCCCCCCCCC[N@+]1(C)CCCC1=O
pyrro-12,1	CCCCCCCCCCCC[N@+]1(C)CCCC1=O
pyrro-14,1	CCCCCCCCCCCCCC[N@+]1(C)CCCC1=O
pyrro-16,1	CCCCCCCCCCCCCCCC[N@+]1(C)CCCC1=O
pyrro-18,1	CCCCCCCCCCCCCCCCCC[N@+]1(C)CCCC1=O
pyrro-1epoxy,1	C[N@@+]1(C[C@@H]2CO2)CCCC1=O
pyrl-3	CCC[N+]1=C(C)CCC1
pyrl-4	CCCC[N+]1=C(C)CCC1
pyrl-1,o2	CCOC1=[N+](C)CCC1
pyrl-2,o1	CC[N+]1=C(CCC1)OC
pyrl-2,o2	CCOC1=[N+](CC)CCC1
epslac	O=C1CCCCC[NH2+]1
cap-1,o2	CCOC1=[N+](C)CCCCC1
n-1	C[NH3+]
n-2	CC[NH3+]
n-3	CCC[NH3+]
n-4	CCCC[NH3+]
n-4i	CC(C)C[NH3+]
n-4s	CC[C@@H](C)[NH3+]
n-5	CCCCC[NH3+]
n-5i	CC[C@@H](C)C[NH3+]
n-1,1	C[NH2+]C
n-1,1,1	C[NH+](C)C
n-1,1,1,1	C[N+](C)(C)C
n-2,2	CC[NH2+]CC
n-2,2,2	CC[NH+](CC)CC
n-2,1,1	CC[NH+](C)C
n-2,2,1	CC[NH+](C)CC
n-2,1,1,1	CC[N+](C)(C)C
n-2,2,2,1	CC[N+](C)(CC)CC
n-2,2,2,2	CC[N+](CC)(CC)CC
n-3,1,1,1	CCC[N+](C)(C)C
n-3,2,1,1	CCC[N+](C)(C)CC
n-3,2,2,1	CCC[N+](C)(CC)CC
n-3,3,2,1	CCC[N+](C)(CC)CCC
n-3,3	CCC[NH2+]CCC
n-3i,3i,1	CC(C)[NH+](C)C(C)C
n-3i,1,1,1	CC(C)[N+](C)(C)C
n-3i,3i,2	CC[NH+](C(C)C)C(C)C
n-3,3i,1,1	CCC[N+](C)(C)C(C)C
n-3,3,3,3	CCC[N+](CCC)(CCC)CCC
n-4,1,1,1	CCCC[N+](C)(C)C
n-4,2,1,1	CCCC[N+](C)(C)CC
n-4,2,2,1	CCCC[N+](C)(CC)CC
n-4,2,2,2	CCCC[N+](CC)(CC)CC
n-4,4	CCCC[NH2+]CCCC
n-4,4,4	CCCC[NH+](CCCC)CCCC
n-4,3,1,1	CCCC[N+](C)(C)CCC
n-4,3i,1,1	CCCC[N+](C)(C)C(C)C
n-4,4,4,1	CCCC[N+](C)(CCCC)CCCC
n-4,4,4,4	CCCC[N+](CCCC)(CCCC)CCCC
n-5,2,1,1	CCCCC[N+](C)(C)CC
n-5,2,2,2	CCCCC[N+](CC)(CC)CC
n-5,5,5,5	CCCCC[N+](CCCCC)(CCCCC)CCCCC
n-6,1,1,1	CCCCCC[N+](C)(C)C
n-6,2,2,2	CCCCCC[N+](CC)(CC)CC
n-6,3i,1,1	CCCCCC[N+](C)(C)C(C)C
n-6,4,4,4	CCCCCC[N+](CCCC)(CCCC)CCCC
n-6,6,6,2	CCCCCC[N+](CC)(CCCCCC)CCCCCC
n-6,6,6,6	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC
n-7,1,1,1	CCCCCCC[N+](C)(C)C
n-7,2,1,1	CCCCCCC[N+](C)(C)CC
n-7,2,2,2	CCCCCCC[N+](CC)(CC)CC
n-7,3i,3i,2	CCCCCCC[N+](CC)(C(C)C)C(C)C
n-7,4,4,4	CCCCCCC[N+](CCCC)(CCCC)CCCC
n-7,7,7,7	CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC
n-8,1,1,1	CCCCCCCC[N+](C)(C)C
n-8,2,2,2	CCCCCCCC[N+](CC)(CC)CC
n-8,4,4,4	CCCCCCCC[N+](CCCC)(CCCC)CCCC
n-2eh,2eh,1,1	CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC
n-8,8,8,1	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
n-8,8,8,8	CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
n-10,2,2,2	CCCCCCCCCC[N+](CC)(CC)CC
n-10,3i,1,1	CCCCCCCCCC[N+](C)(C)C(C)C
n-10,10,1,1	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
n-12,1,1,1	CCCCCCCCCCCC[N+](C)(C)C
n-12,2,2,2	CCCCCCCCCCCC[N+](CC)(CC)CC
n-8,8,8	CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC
n-14,1,1,1	CCCCCCCCCCCCCC[N+](C)(C)C
n-14,2,2,2	CCCCCCCCCCCCCC[N+](CC)(CC)CC
n-18,1,1,1	CCCCCCCCCCCCCCCCCC[N+](C)(C)C
n-a,1,1,1	C[N+](C)(C)CC=C
n-a,a	C=CC[NH2+]CC=C
n-ch,2,1,1	CC[N+](C)(C)C1CCCCC1
n-ch,4,1,1	CCCC[N+](C)(C)C1CCCCC1
n-ch,6,1,1	CCCCCC[N+](C)(C)C1CCCCC1
n-ch,8,1,1	CCCCCCCC[N+](C)(C)C1CCCCC1
n-ch,10,1,1	CCCCCCCCCC[N+](C)(C)C1CCCCC1
n-ch,12,1,1	CCCCCCCCCCCC[N+](C)(C)C1CCCCC1
n-ph,1,1,1	C[N+](C)(C)c1ccccc1
n-1ph,2,2,2	CC[N+](CC)(CC)Cc1ccccc1
n-2oh	[NH3+]CCO
n-3oh[2]	C[C@@H](O)C[NH3+]
n-2oh,1	C[NH2+]CCO
n-2oh,3,1,1	CCC[N+](C)(C)CCO
n-2oh,3i,1,1	CC(C)[N+](C)(C)CCO
n-2oh,8i,1,1	CCCC[C@H](CC)C[N+](C)(C)CCO
n-2oh,ph	OCC[NH2+]c1ccccc1
n-2oh,1ph,1,1	C[N+](C)(CCO)Cc1ccccc1
n-2oh,2oh	OCC[NH2+]CCO
n-2oh,2oh,2oh	OCC[NH+](CCO)CCO
n-2oh,2oh,2oh,1	C[N+](CCO)(CCO)CCO
n-2o2oh	[NH3+]CCOCCO
n-2oh,2oh,1	C[NH+](CCO)CCO
n-2oh,2,2	CC[NH+](CC)CCO
n-2oh,1,1,1	C[N+](C)(C)CCO
n-2oh,2,1,1	CC[N+](C)(C)CCO
n-3oh	[NH3+]CCCO
n-2oh,8,1,1	CCCCCCCC[N+](C)(C)CCO
n-[2o]21,1,1,1	COCCOCC[N+](C)(C)C
n-[2o]21,2,1,1	CC[N+](C)(C)CCOCCOC
n-[2o]21,[2o]21,[2o]21,2	CC[N+](CCOCCOC)(CCOCCOC)CCOCCOC
n-2o1	COCC[NH3+]
n-3o1	COCCC[NH3+]
n-1o1,1,1,1	COC[N+](C)(C)C
n-2o1,1,1,1	COCC[N+](C)(C)C
n-2o1,2,1,1	CC[N+](C)(C)CCOC
n-2o1,2,2,1	CC[N+](C)(CC)CCOC
n-2o1,2,2,2	CC[N+](CC)(CC)CCOC
n-2o2,2,2,2	CCOCC[N+](CC)(CC)CC
n-2o2,4,4,4	CCCC[N+](CCCC)(CCCC)CCOCC
n-2o2,5,5,5	CCCCC[N+](CCCCC)(CCCCC)CCOCC
n-1o1,2,2,2	CC[N+](CC)(CC)COC
n-2o1,1o1,1,1	COCC[N+](C)(C)COC
n-2o1,2o1,1,1	COCC[N+](C)(C)CCOC
n-2o2,1o1,1,1	CCOCC[N+](C)(C)COC
n-2o2,2o1,1,1	CCOCC[N+](C)(C)CCOC
n-2o2,2o2,1,1	CCOCC[N+](C)(C)CCOCC
n-2o2oh,2o2oh	OCCOCC[NH2+]CCOCCO
n-1o2,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCC
n-1o3,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCC
n-1o4,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCC
n-1o5,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC
n-1o6,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCCC
n-1o7,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCCCC
n-1o8,2odoe,1,1	CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCCCCC
n-1o9,2odoe,1,1	CCCCCCCCCOC[N+](C)(C)CCOC(=O)CCCCCCCCC
n-1o[10],2odoe,1,1	CCCCCCCCCCOC[N+](C)(C)CCOC(=O)CCCCCCCCC
n-1o[11],2odoe,1,1	CCCCCCCCCCCOC[N+](C)(C)CCOC(=O)CCCCCCCCC
n-1o[12],2odoe,1,1	CCCCCCCCCCCCOC[N+](C)(C)CCOC(=O)CCCCCCCCC
n-2o2oh,[2o]22oh,13,1	CCCCCCCCCCCCC[N@@+](C)(CCOCCO)CCOCCOCCO
n-1coo1	COC(=O)C[NH3+]
n-1coo6,1,1,1	CCCCCCOC(=O)C[N+](C)(C)C
n-1coo12,1,1,1	CCCCCCCCCCCCOC(=O)C[N+](C)(C)C
n-1coo14,1,1,1	CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C
n-1coo16,1,1,1	CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C
n-1coo2,2,1,1	CCOC(=O)C[N+](C)(C)CC
n-1coo1,2,2,1	CC[N+](C)(CC)CC(=O)OC
n-1coo2,2,2,2	CCOC(=O)C[N+](CC)(CC)CC
n-1coo2,3,3,3	CCC[N+](CCC)(CCC)CC(=O)OCC
n-1coo1,4,2,2	CCCC[N+](CC)(CC)CC(=O)OC
n-1coo2,4,1,1	CCCC[N+](C)(C)CC(=O)OCC
n-1coo2,4,4,4	CCCC[N+](CCCC)(CCCC)CC(=O)OCC
n-1coo2,5,1,1	CCCCC[N+](C)(C)CC(=O)OCC
n-1coo2,6,1,1	CCCCCC[N+](C)(C)CC(=O)OCC
n-2coo1,1,1,1	CC(=O)OCC[N+](C)(C)C
n-2coo1,2,1,1	CC[N+](C)(C)CCOC(C)=O
n-2coo1ph,1,1,1	C[N+](C)(C)CCOC(=O)Cc1ccccc1
n-1coo2,a,1,1	CCOC(=O)C[N+](C)(C)CC=C
n-1coo1,a,2,2	CC[N+](CC)(CC=C)CC(=O)OC
n-1cooh,1,1,1	C[N+](C)(C)CC(O)=O
n-3cooh,1,1,1	C[N+](C)(C)CCCC(O)=O
n-2dma,1,1	CN(C)CC[NH+](C)C
n-3so3h,4i	CC(C)C[NH2+]CCCS(O)(=O)=O
n-4so3h,4i	CC(C)C[NH2+]CCCCS(O)(=O)=O
n-2oso3h,1,1,1	C[N+](C)(C)CCOS(O)(=O)=O
n-2oso3h,2,2,2	CC[N+](CC)(CC)CCOS(O)(=O)=O
n-2oso3h,6,6,6	CCCCCC[N+](CCCCCC)(CCCCCC)CCOS(O)(=O)=O
n-2oso3h,8,8,8	CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCOS(O)(=O)=O
n-3oso3h,1,1,1	C[N+](C)(C)CCCOS(O)(=O)=O
n-4oso3h,1,1,1	C[N+](C)(C)CCCCOS(O)(=O)=O
n-moxm,2,1,1	CC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,2,2,1	CC[N+](C)(CC)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,2,2,2	CC[N+](CC)(CC)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,4,1,1	CCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,6,1,1	CCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,7,1,1	CCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,8,1,1	CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,9,1,1	CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,10,1,1	CCCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-moxm,11,1,1	CCCCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
n-3(1[f]),2,2,1	CC[N+](C)(CC)CCCC(F)(F)F
n-2nh2	NCC[NH3+]
n-nh2,2,1,1	CC[N+](C)(C)N
n-nh2,4,1,1	CCCC[N+](C)(C)N
n-nh2,a,1,1	C[N+](C)(N)CC=C
n-nh2,1cch,1,1	C[N+](C)(N)CC#C
n-nh2,2oh,1,1	C[N+](C)(N)CCO
n-nh2,1cn,1,1	C[N+](C)(N)CC#N
n-2n3,1,1,1	C[N+](C)(C)CCN=[N+]=[N-]
n-2n3,2,1,1	CC[N+](C)(C)CCN=[N+]=[N-]
n-2n3,4,1,1	CCCC[N+](C)(C)CCN=[N+]=[N-]
n-2n3,a,1,1	C[N+](C)(CCN=[N+]=[N-])CC=C
n-2ono2,1,1,1	C[N+](C)(C)CCO[N+]([O-])=O
n-1(1[1])coo1	COC(=O)[C@@H](C)[NH3+]
n-1(1[1])coo2	CCOC(=O)[C@@H](C)[NH3+]
n-1(4i[1])coo1	COC(=O)[C@H]([NH3+])CC(C)C
n-1dmsodmsph,1,1,1	C[N+](C)(C)C[Si](C)(C)O[Si](C)(C)c1ccccc1
n-3oh[2](cl),1,1,1	C[N+](C)(C)C[C@@H](O)CCl
n-2oh,2br,1,1	C[N+](C)(CCO)CCBr
n=c-o1,1,1	COC=[N+](C)C
n=c-o2,1,1	CCOC=[N+](C)C
n=c1-o1,2,2	CC[N+](CC)=C(C)OC
n=c1-o2,1,1	CCOC(C)=[N+](C)C
n=c1-o2,2,2	CCOC(C)=[N+](CC)CC
pyr	C1CC[NH2+]C1
pyr-coo1[2]	COC(=O)[C@@H]1CCC[NH2+]1
pyr-1	C[NH+]1CCCC1
pyr-4	CCCC[NH+]1CCCC1
pyr-1,1	C[N+]1(C)CCCC1
pyr-2,1	CC[N+]1(C)CCCC1
pyr-3,1	CCC[N+]1(C)CCCC1
pyr-4,1	CCCC[N+]1(C)CCCC1
pyr-4i,1	CC(C)C[N+]1(C)CCCC1
pyr-4,2	CCCC[N+]1(CC)CCCC1
pyr-5,1	CCCCC[N+]1(C)CCCC1
pyr-6,1	CCCCCC[N+]1(C)CCCC1
pyr-7,1	CCCCCCC[N+]1(C)CCCC1
pyr-8,1	CCCCCCCC[N+]1(C)CCCC1
pyr-10,1	CCCCCCCCCC[N+]1(C)CCCC1
pyr-a,1	C[N+]1(CC=C)CCCC1
pyr-a,a	C=CC[N+]1(CC=C)CCCC1
pyr-1ph,1	C[N+]1(Cc2ccccc2)CCCC1
pyr-1ch,1	C[N+]1(CC2CCCCC2)CCCC1
pyr-1o1,1	COC[N+]1(C)CCCC1
pyr-2o1,1	COCC[N+]1(C)CCCC1
pyr-2o2,1	CCOCC[N+]1(C)CCCC1
pyr-[2o]21,1	COCCOCC[N+]1(C)CCCC1
pyr-2o1,2o1	COCC[N+]1(CCOC)CCCC1
pyr-2o1,2o2	CCOCC[N+]1(CCOC)CCCC1
pyr-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCC1
pyr-2oh,1	C[N+]1(CCO)CCCC1
pyr-3oh,1	C[N+]1(CCCO)CCCC1
pyr-3[oh]2,1	C[N+]1(C[C@H](O)CO)CCCC1
pyr-1(o)pyr	O=C(N1CCCC1)[NH+]1CCCC1
pyr-1dmsodmsph,1	C[N+]1(C[Si](C)(C)O[Si](C)(C)c2ccccc2)CCCC1
pyr-6nh2,1	C[N+]1(CCCCCCN)CCCC1
pyr-3cn,1	C[N+]1(CCCC#N)CCCC1
pyr-3(1[f]),1	C[N+]1(CCCC(F)(F)F)CCCC1
pyr-2ono2,1	C[N+]1(CCO[N+]([O-])=O)CCCC1
pip	C1CC[NH2+]CC1
pip-1	C[NH+]1CCCCC1
pip-2,1	CC[N+]1(C)CCCCC1
pip-3,1	CCC[N+]1(C)CCCCC1
pip-4,1	CCCC[N+]1(C)CCCCC1
pip-4i,1	CC(C)C[N+]1(C)CCCCC1
pip-4,2	CCCC[N+]1(CC)CCCCC1
pip-5,1	CCCCC[N+]1(C)CCCCC1
pip-5,2	CCCCC[N+]1(CC)CCCCC1
pip-6,1	CCCCCC[N+]1(C)CCCCC1
pip-7,1	CCCCCCC[N+]1(C)CCCCC1
pip-8,1	CCCCCCCC[N+]1(C)CCCCC1
pip-a,1	C[N+]1(CC=C)CCCCC1
pip-a,a	C=CC[N+]1(CC=C)CCCCC1
pip-1o1,1	COC[N+]1(C)CCCCC1
pip-1o1,2	CC[N+]1(COC)CCCCC1
pip-2o1,1	COCC[N+]1(C)CCCCC1
pip-2o1,2	CC[N+]1(CCOC)CCCCC1
pip-2o1,2o1	COCC[N+]1(CCOC)CCCCC1
pip-2o1,2o2	CCOCC[N+]1(CCOC)CCCCC1
pip-[2o]21,1	COCCOCC[N+]1(C)CCCCC1
pip-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCCC1
pip-2oh,1	C[N+]1(CCO)CCCCC1
pip-2oh,2	CC[N+]1(CCO)CCCCC1
pip-3oh,1	C[N+]1(CCCO)CCCCC1
pip-3oh,2	CC[N+]1(CCCO)CCCCC1
pip-1coo1,2	CC[N+]1(CC(=O)OC)CCCCC1
pip-1cn,1	C[N+]1(CC#N)CCCCC1
pip-3cn,1	C[N+]1(CCCC#N)CCCCC1
pip-3(1[f]),1	C[N+]1(CCCC(F)(F)F)CCCCC1
pip-4,1,1[3]	CCCC[N@+]1(C)CCC[C@@H](C)C1
pip-6,1,1[3]	CCCCCC[N@+]1(C)CCC[C@@H](C)C1
pip-2o1,1,1[3]	COCC[N@+]1(C)CCC[C@@H](C)C1
pip-[2o]21,1,1[3]	COCCOCC[N@+]1(C)CCC[C@@H](C)C1
pipz-2	CCN1CC[NH2+]CC1
pipz-2,2	CC[N+]1(CC)CCNCC1
dabco-6	CCCCCC[N@@+]12CC[N@@](CC1)CC2
dbu	C1C[NH+]=C2CCCCCN2C1
dbu-2	CC[N+]1=C2CCCCCN2CCC1
dbu-4	CCCC[N+]1=C2CCCCCN2CCC1
dbu-6	CCCCCC[N+]1=C2CCCCCN2CCC1
dbu-8	CCCCCCCC[N+]1=C2CCCCCN2CCC1
dbu-10	CCCCCCCCCC[N+]1=C2CCCCCN2CCC1
dbu-14	CCCCCCCCCCCCCC[N+]1=C2CCCCCN2CCC1
azp-4,1	CCCC[N+]1(C)CCCCCC1
azp-6,1	CCCCCC[N+]1(C)CCCCCC1
azp-2o1,1	COCC[N+]1(C)CCCCCC1
azp-[2o]21,1	COCCOCC[N+]1(C)CCCCCC1
azp-2o1,2o1	COCC[N+]1(CCOC)CCCCCC1
azp-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCCCC1
ox-3,1	CCC[N@+]1(C)CCOC1
ox-4,1	CCCC[N@+]1(C)CCOC1
ox-2o1,1	COCC[N@+]1(C)CCOC1
ox-3f,1	C[N@@+]1(CCCF)CCOC1
mo	C1COCC[NH2+]1
mo-1	C[NH+]1CCOCC1
mo-2	CC[NH+]1CCOCC1
mo-2,1	CC[N+]1(C)CCOCC1
mo-3,1	CCC[N+]1(C)CCOCC1
mo-4,1	CCCC[N+]1(C)CCOCC1
mo-5,1	CCCCC[N+]1(C)CCOCC1
mo-6,1	CCCCCC[N+]1(C)CCOCC1
mo-7,1	CCCCCCC[N+]1(C)CCOCC1
mo-8,1	CCCCCCCC[N+]1(C)CCOCC1
mo-9,1	CCCCCCCCC[N+]1(C)CCOCC1
mo-a,1	C[N+]1(CC=C)CCOCC1
mo-a,2	CC[N+]1(CC=C)CCOCC1
mo-3oh,1	C[N+]1(CCCO)CCOCC1
mo-2o1,1	COCC[N+]1(C)CCOCC1
mo-2o2,1	CCOCC[N+]1(C)CCOCC1
mo-2o1(3[f]chf2),1	C[N+]1(CCOCC(F)(F)C(F)(F)C(F)(F)C(F)F)CCOCC1
guad-(1,1),(1,1)	CN(C)C(=[NH2+])N(C)C
guad-(1,1),(1,1),2	CC[NH+]=C(N(C)C)N(C)C
guad-(1,1),(1,1),(1,1)	CN(C)C(N(C)C)=[N+](C)C
guad-(2,1),(1,1),(1,1)	CCN(C)C(N(C)C)=[N+](C)C
guad-(2,2),(1,1),(1,1)	CCN(CC)C(N(C)C)=[N+](C)C
guad-(3,1),(1,1),(1,1)	CCCN(C)C(N(C)C)=[N+](C)C
guad-(3,2),(1,1),(1,1)	CCCN(CC)C(N(C)C)=[N+](C)C
guad-(3,3),(1,1),(1,1)	CCCN(CCC)C(N(C)C)=[N+](C)C
